city,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
 RIYADH,north east,350,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,55000
 RIYADH,north,450,0,5,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,60000
 RIYADH,south east,500,14,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,45000
 RIYADH,east,260,0,3,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,100000
 RIYADH,south,205,0,5,5,2,0,1,0,1,0,1,0,0,1,0,1,1,1,0,140000
 RIYADH,east,250,2,4,5,2,1,0,0,1,0,1,0,0,1,0,1,1,0,0,85000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,east,460,4,1,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,75000
 RIYADH,south,200,3,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
 RIYADH,north,155,0,3,5,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,180000
 RIYADH,west,400,0,5,5,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,60000
 RIYADH,north,300,10,4,3,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,65000
 RIYADH,south,375,4,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,120000
 RIYADH,east,300,2,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000
 RIYADH,north,300,0,4,5,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,38000
 RIYADH,south east,340,0,3,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,55000
 RIYADH,east,250,2,7,4,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,110000
 RIYADH,south,300,15,5,4,3,1,0,1,1,0,1,0,0,0,0,0,1,0,0,120000
 RIYADH,north east,450,13,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,120000
 RIYADH,west,500,10,5,5,5,1,1,1,1,0,1,1,0,1,1,0,1,1,0,150000
 RIYADH,west,290,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,60000
 RIYADH,south,400,15,3,3,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,80000
 RIYADH,east,270,0,4,5,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,100000
 RIYADH,north,200,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000
 RIYADH,west,200,0,4,5,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,150000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,north east,300,0,5,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,48000
 RIYADH,south,250,2,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
 RIYADH,south,300,2,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000
 RIYADH,south,2500,10,6,5,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,800000
 RIYADH,west,375,7,4,5,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,65000
 RIYADH,north,250,0,5,4,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,80000
 RIYADH,south,300,0,5,5,3,1,0,1,1,0,1,1,0,1,0,0,1,0,0,140000
 RIYADH,east,450,2,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000
 RIYADH,north,300,0,4,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,70000
 RIYADH,south west,320,3,6,5,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,35000
 RIYADH,east,900,15,4,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,150000
 RIYADH,south,375,2,4,4,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,130000
 RIYADH,south,300,0,4,2,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,east,460,20,5,5,3,1,1,0,1,0,1,1,0,1,1,0,1,0,0,100000
 RIYADH,south east,340,0,4,3,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,45000
 RIYADH,north,330,15,7,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,0,75000
 RIYADH,north,250,3,4,3,2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,190000
 RIYADH,west,240,15,3,4,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000
 RIYADH,north,400,0,6,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000
 RIYADH,east,300,0,2,5,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,80000
 RIYADH,north,206,0,4,4,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,50000
 RIYADH,east,550,18,4,4,4,1,1,1,1,0,0,0,0,1,0,0,1,0,0,90000
 RIYADH,east,600,14,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000
 RIYADH,south,300,0,6,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,42000
 RIYADH,east,375,7,3,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,140000
 RIYADH,east,450,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000
 RIYADH,south,290,0,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000
 RIYADH,west,394,0,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,140000
 RIYADH,north,1200,15,7,5,4,1,1,1,1,0,1,1,1,1,0,0,1,0,0,400000
 RIYADH,north,600,20,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,125000
 RIYADH,north,312,0,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,100000
 RIYADH,east,416,0,4,4,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,160000
 RIYADH,north,270,5,3,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,125000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,north,230,0,4,3,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,80000
 RIYADH,east,300,0,5,4,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,85000
 RIYADH,north,280,10,7,4,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,35000
 RIYADH,south east,850,7,5,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,150000
 RIYADH,west,375,10,4,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,0,105000
 RIYADH,west,320,7,5,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000
 RIYADH,west,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000
 RIYADH,south,375,8,4,5,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,100000
 RIYADH,north east,250,7,4,5,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,95000
 RIYADH,4 شوارع,3060,0,4,4,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000
 RIYADH,east,264,0,7,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,1,50000
 RIYADH,north,450,12,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,130000
 RIYADH,south,360,6,7,5,2,0,1,1,1,0,1,1,0,1,0,0,1,0,1,80000
 RIYADH,north,206,2,4,4,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,60000
 RIYADH,west,318,7,4,4,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,85000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,south east,400,8,7,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,60000
 RIYADH,east,525,25,3,3,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,90000
 RIYADH,south,275,10,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,60000
 RIYADH,east,227,0,5,5,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,55000
 RIYADH,west,313,6,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,65000
 RIYADH,east,488,0,4,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,250000
 RIYADH,north,360,10,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,75000
 RIYADH,north,300,15,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,90000
 RIYADH,north,350,0,5,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,45000
 RIYADH,north,290,0,5,5,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,170000
 RIYADH,west,420,3,4,4,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,90000
 RIYADH,north,250,5,3,5,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,155000
 RIYADH,north,430,2,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,65000
 RIYADH,south,267,3,3,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000
 RIYADH,north east,640,12,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,220000
 RIYADH,north,312,0,5,5,2,1,1,1,1,0,1,0,0,1,1,0,1,0,0,120000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,south,250,0,3,5,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
 RIYADH,south,300,0,6,4,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,55000
 RIYADH,west,750,20,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,165000
 RIYADH,south,300,0,4,4,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,80000
 RIYADH,north west,390,5,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000
 RIYADH,south,375,10,5,5,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,65000
 RIYADH,south,440,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,110000
 RIYADH,west,240,14,3,4,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,70000
 RIYADH,east,300,0,5,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,125000
 RIYADH,north,270,0,7,5,5,1,1,1,1,1,1,1,0,1,0,0,1,1,0,150000
 RIYADH,south,300,0,4,5,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,100000
 RIYADH,north east,360,6,7,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,36000
 RIYADH,north,750,8,6,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,45000
 RIYADH,east,245,0,4,5,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000
 RIYADH,north,420,0,7,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,75000
 RIYADH,north,300,3,5,5,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,70000
 RIYADH,west,350,12,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,85000
 RIYADH,north west,500,35,5,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,32000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,3 شوارع,484,0,7,5,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,200000
 RIYADH,south,375,18,6,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,56000
 RIYADH,south,200,4,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000
 RIYADH,east,240,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,40000
 RIYADH,north,200,0,5,5,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,120000
 RIYADH,north,270,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3200
 RIYADH,south,300,0,4,5,4,1,1,0,1,0,1,1,0,1,0,0,1,0,0,100000
 RIYADH,south,372,0,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,60000
 RIYADH,south,372,0,7,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,60000
 RIYADH,east,300,3,5,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,100000
 RIYADH,east,483,12,5,5,3,1,1,1,1,1,1,0,0,1,1,0,1,0,0,85000
 RIYADH,east,227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000
 RIYADH,north,300,15,4,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,130000
 RIYADH,west,450,35,3,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,65000
 RIYADH,east,282,9,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55000
 RIYADH,west,400,5,5,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000
 RIYADH,north east,230,0,5,5,2,1,1,0,1,0,1,0,1,0,0,1,1,0,0,120000
 RIYADH,east,450,0,7,5,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000
 RIYADH,north,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 RIYADH,east,600,4,4,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,180000
 RIYADH,north,260,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,5000
 RIYADH,north east,202,0,4,4,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000
